Nr;Distance;Azimuth;Elevation
1;164.2;0.0;0.0
2;164.3;0.6;0.0
3;164.6;1.2;0.0
4;164.6;1.8;0.0
5;164.9;2.4;0.0
6;165.1;3.0;0.0
7;165.1;3.6;0.0
8;165.3;4.2;0.0
9;165.2;4.8;0.0
10;165.4;5.4;0.0
11;165.4;6.0;0.0
12;165.0;6.6;0.0
13;165.1;7.2;0.0
14;165.1;7.8;0.0
15;165.2;8.4;0.0
16;165.6;9.0;0.0
17;164.9;9.6;0.0
18;165.4;10.2;0.0
19;165.2;10.8;0.0
20;165.6;11.4;0.0
21;165.5;12.0;0.0
22;165.4;12.6;0.0
23;165.7;13.2;0.0
24;166.2;13.8;0.0
25;166.0;14.4;0.0
26;166.5;15.0;0.0
27;166.5;15.6;0.0
28;166.5;16.2;0.0
29;166.5;16.8;0.0
30;166.8;17.4;0.0
31;166.0;18.0;0.0
32;166.3;18.6;0.0
33;165.8;19.2;0.0
34;165.9;19.8;0.0
35;165.3;20.4;0.0
36;165.0;21.0;0.0
37;165.1;21.6;0.0
38;164.5;22.2;0.0
39;164.3;22.8;0.0
40;164.0;23.4;0.0
41;163.7;24.0;0.0
42;163.2;24.6;0.0
43;163.7;25.2;0.0
44;163.4;25.8;0.0
45;163.1;26.4;0.0
46;163.3;27.0;0.0
47;163.6;27.6;0.0
48;163.6;28.2;0.0
49;163.5;28.8;0.0
50;164.0;29.4;0.0
51;163.2;30.0;0.0
52;163.8;30.6;0.0
53;164.1;31.2;0.0
54;164.6;31.8;0.0
55;164.3;32.4;0.0
56;165.1;33.0;0.0
57;165.2;33.6;0.0
58;165.3;34.2;0.0
59;166.0;34.8;0.0
60;167.2;35.4;0.0
61;167.7;36.0;0.0
62;168.9;36.6;0.0
63;169.8;37.2;0.0
64;170.9;37.8;0.0
65;171.7;38.4;0.0
66;173.1;39.0;0.0
67;173.4;39.6;0.0
68;174.3;40.2;0.0
69;175.5;40.8;0.0
70;176.7;41.4;0.0
71;177.6;42.0;0.0
72;178.5;42.6;0.0
73;180.1;43.2;0.0
74;181.7;43.8;0.0
75;182.1;44.4;0.0
76;183.8;45.0;0.0
77;185.5;45.6;0.0
78;187.0;46.2;0.0
79;188.4;46.8;0.0
80;190.3;47.4;0.0
81;191.0;48.0;0.0
82;191.9;48.6;0.0
83;193.3;49.2;0.0
84;194.2;49.8;0.0
85;195.6;50.4;0.0
86;197.1;51.0;0.0
87;197.5;51.6;0.0
88;198.4;52.2;0.0
89;198.4;52.8;0.0
90;200.0;53.4;0.0
91;200.5;54.0;0.0
92;201.1;54.6;0.0
93;202.7;55.2;0.0
94;204.5;55.8;0.0
95;204.1;56.4;0.0
96;204.4;57.0;0.0
97;206.2;57.6;0.0
98;207.8;58.2;0.0
99;209.4;58.8;0.0
100;209.7;59.4;0.0
101;213.5;60.0;0.0
102;215.9;60.6;0.0
103;221.5;61.2;0.0
104;223.9;61.8;0.0
105;240.6;62.4;0.0
106;260.3;63.0;0.0
107;301.7;63.6;0.0
108;315.9;64.2;0.0
109;329.9;64.8;0.0
110;332.6;65.4;0.0
111;333.3;66.0;0.0
112;334.8;66.6;0.0
113;333.9;67.2;0.0
114;331.3;67.8;0.0
115;329.3;68.4;0.0
116;246.7;69.0;0.0
117;89.3;69.6;0.0
118;80.9;70.2;0.0
119;76.1;70.8;0.0
120;72.7;71.4;0.0
121;70.4;72.0;0.0
122;69.5;72.6;0.0
123;68.7;73.2;0.0
124;67.6;73.8;0.0
125;66.5;74.4;0.0
126;66.5;75.0;0.0
127;66.3;75.6;0.0
128;65.8;76.2;0.0
129;65.8;76.8;0.0
130;65.4;77.4;0.0
131;64.8;78.0;0.0
132;65.0;78.6;0.0
133;64.6;79.2;0.0
134;64.6;79.8;0.0
135;64.6;80.4;0.0
136;64.5;81.0;0.0
137;64.3;81.6;0.0
138;64.3;82.2;0.0
139;64.3;82.8;0.0
140;64.4;83.4;0.0
141;64.7;84.0;0.0
142;64.6;84.6;0.0
143;64.6;85.2;0.0
144;64.6;85.8;0.0
145;64.8;86.4;0.0
146;64.6;87.0;0.0
147;65.0;87.6;0.0
148;64.5;88.2;0.0
149;64.9;88.8;0.0
150;64.9;89.4;0.0
151;64.7;90.0;0.0
152;64.7;90.6;0.0
153;65.0;91.2;0.0
154;65.0;91.8;0.0
155;65.0;92.4;0.0
156;65.0;93.0;0.0
157;65.2;93.6;0.0
158;64.9;94.2;0.0
159;64.8;94.8;0.0
160;64.9;95.4;0.0
161;64.9;96.0;0.0
162;64.8;96.6;0.0
163;64.9;97.2;0.0
164;64.9;97.8;0.0
165;64.7;98.4;0.0
166;64.7;99.0;0.0
167;64.3;99.6;0.0
168;64.7;100.2;0.0
169;64.5;100.8;0.0
170;64.2;101.4;0.0
171;64.1;102.0;0.0
172;64.1;102.6;0.0
173;64.0;103.2;0.0
174;63.7;103.8;0.0
175;63.8;104.4;0.0
176;63.6;105.0;0.0
177;63.4;105.6;0.0
178;63.0;106.2;0.0
179;63.0;106.8;0.0
180;63.1;107.4;0.0
181;62.9;108.0;0.0
182;62.6;108.6;0.0
183;62.6;109.2;0.0
184;62.7;109.8;0.0
185;62.9;110.4;0.0
186;62.9;111.0;0.0
187;63.1;111.6;0.0
188;62.8;112.2;0.0
189;62.5;112.8;0.0
190;62.9;113.4;0.0
191;63.2;114.0;0.0
192;63.2;114.6;0.0
193;63.4;115.2;0.0
194;63.2;115.8;0.0
195;63.8;116.4;0.0
196;64.2;117.0;0.0
197;64.7;117.6;0.0
198;65.2;118.2;0.0
199;66.1;118.8;0.0
200;67.1;119.4;0.0
201;68.6;120.0;0.0
202;70.5;120.6;0.0
203;73.2;121.2;0.0
204;78.2;121.8;0.0
205;86.5;122.4;0.0
206;152.2;123.0;0.0
207;203.4;123.6;0.0
208;210.4;124.2;0.0
209;209.1;124.8;0.0
210;205.5;125.4;0.0
211;201.2;126.0;0.0
212;196.5;126.6;0.0
213;189.5;127.2;0.0
214;182.1;127.8;0.0
215;175.6;128.4;0.0
216;163.2;129.0;0.0
217;150.5;129.6;0.0
218;145.4;130.2;0.0
219;139.3;130.8;0.0
220;131.6;131.4;0.0
221;128.9;132.0;0.0
222;133.8;132.6;0.0
223;128.2;133.2;0.0
224;127.8;133.8;0.0
225;125.6;134.4;0.0
226;125.5;135.0;0.0
227;127.8;135.6;0.0
228;124.3;136.2;0.0
229;122.0;136.8;0.0
230;121.6;137.4;0.0
231;120.6;138.0;0.0
232;120.8;138.6;0.0
233;119.1;139.2;0.0
234;119.2;139.8;0.0
235;118.1;140.4;0.0
236;118.4;141.0;0.0
237;118.8;141.6;0.0
238;118.7;142.2;0.0
239;119.6;142.8;0.0
240;119.3;143.4;0.0
241;119.9;144.0;0.0
242;119.8;144.6;0.0
243;120.6;145.2;0.0
244;120.5;145.8;0.0
245;120.5;146.4;0.0
246;121.2;147.0;0.0
247;121.2;147.6;0.0
248;121.1;148.2;0.0
249;121.1;148.8;0.0
250;121.1;149.4;0.0
251;121.1;150.0;0.0
252;120.9;150.6;0.0
253;120.9;151.2;0.0
254;120.9;151.8;0.0
255;120.8;152.4;0.0
256;121.0;153.0;0.0
257;120.7;153.6;0.0
258;120.7;154.2;0.0
259;120.6;154.8;0.0
260;120.5;155.4;0.0
261;119.9;156.0;0.0
262;119.7;156.6;0.0
263;119.7;157.2;0.0
264;119.3;157.8;0.0
265;118.9;158.4;0.0
266;118.3;159.0;0.0
267;118.4;159.6;0.0
268;118.0;160.2;0.0
269;117.8;160.8;0.0
270;117.6;161.4;0.0
271;117.0;162.0;0.0
272;116.9;162.6;0.0
273;116.4;163.2;0.0
274;116.4;163.8;0.0
275;116.1;164.4;0.0
276;115.7;165.0;0.0
277;115.2;165.6;0.0
278;114.9;166.2;0.0
279;114.6;166.8;0.0
280;114.2;167.4;0.0
281;113.7;168.0;0.0
282;113.2;168.6;0.0
283;112.8;169.2;0.0
284;112.1;169.8;0.0
285;112.0;170.4;0.0
286;111.6;171.0;0.0
287;111.3;171.6;0.0
288;110.9;172.2;0.0
289;110.4;172.8;0.0
290;109.9;173.4;0.0
291;109.8;174.0;0.0
292;109.2;174.6;0.0
293;109.1;175.2;0.0
294;108.9;175.8;0.0
295;108.2;176.4;0.0
296;108.2;177.0;0.0
297;107.8;177.6;0.0
298;107.4;178.2;0.0
299;107.2;178.8;0.0
300;106.8;179.4;0.0
301;106.8;180.0;0.0
302;106.5;180.6;0.0
303;106.2;181.2;0.0
304;106.1;181.8;0.0
305;106.1;182.4;0.0
306;105.7;183.0;0.0
307;105.6;183.6;0.0
308;105.6;184.2;0.0
309;105.7;184.8;0.0
310;105.2;185.4;0.0
311;105.4;186.0;0.0
312;105.5;186.6;0.0
313;105.5;187.2;0.0
314;105.3;187.8;0.0
315;105.4;188.4;0.0
316;105.3;189.0;0.0
317;105.4;189.6;0.0
318;105.4;190.2;0.0
319;105.4;190.8;0.0
320;105.7;191.4;0.0
321;105.7;192.0;0.0
322;106.0;192.6;0.0
323;106.1;193.2;0.0
324;106.2;193.8;0.0
325;106.2;194.4;0.0
326;106.7;195.0;0.0
327;106.5;195.6;0.0
328;106.6;196.2;0.0
329;106.9;196.8;0.0
330;107.2;197.4;0.0
331;107.3;198.0;0.0
332;107.4;198.6;0.0
333;107.7;199.2;0.0
334;107.8;199.8;0.0
335;107.9;200.4;0.0
336;108.2;201.0;0.0
337;108.4;201.6;0.0
338;108.7;202.2;0.0
339;108.9;202.8;0.0
340;109.3;203.4;0.0
341;109.6;204.0;0.0
342;109.7;204.6;0.0
343;110.2;205.2;0.0
344;110.3;205.8;0.0
345;110.8;206.4;0.0
346;111.1;207.0;0.0
347;111.4;207.6;0.0
348;111.5;208.2;0.0
349;112.0;208.8;0.0
350;112.1;209.4;0.0
351;112.3;210.0;0.0
352;112.5;210.6;0.0
353;112.5;211.2;0.0
354;112.6;211.8;0.0
355;112.2;212.4;0.0
356;112.3;213.0;0.0
357;111.7;213.6;0.0
358;111.1;214.2;0.0
359;110.7;214.8;0.0
360;110.7;215.4;0.0
361;110.1;216.0;0.0
362;109.3;216.6;0.0
363;109.0;217.2;0.0
364;108.5;217.8;0.0
365;108.0;218.4;0.0
366;107.7;219.0;0.0
367;107.1;219.6;0.0
368;106.1;220.2;0.0
369;105.9;220.8;0.0
370;104.9;221.4;0.0
371;103.5;222.0;0.0
372;101.8;222.6;0.0
373;100.1;223.2;0.0
374;97.8;223.8;0.0
375;96.0;224.4;0.0
376;93.3;225.0;0.0
377;90.5;225.6;0.0
378;87.6;226.2;0.0
379;86.3;226.8;0.0
380;84.9;227.4;0.0
381;83.8;228.0;0.0
382;82.2;228.6;0.0
383;80.9;229.2;0.0
384;79.3;229.8;0.0
385;78.1;230.4;0.0
386;76.3;231.0;0.0
387;74.2;231.6;0.0
388;72.2;232.2;0.0
389;70.2;232.8;0.0
390;68.6;233.4;0.0
391;67.3;234.0;0.0
392;66.1;234.6;0.0
393;65.1;235.2;0.0
394;63.8;235.8;0.0
395;63.1;236.4;0.0
396;62.5;237.0;0.0
397;61.8;237.6;0.0
398;61.6;238.2;0.0
399;61.2;238.8;0.0
400;60.7;239.4;0.0
401;60.9;240.0;0.0
402;60.7;240.6;0.0
403;60.3;241.2;0.0
404;59.9;241.8;0.0
405;60.0;242.4;0.0
406;59.7;243.0;0.0
407;59.4;243.6;0.0
408;59.4;244.2;0.0
409;59.3;244.8;0.0
410;58.7;245.4;0.0
411;59.1;246.0;0.0
412;58.7;246.6;0.0
413;59.0;247.2;0.0
414;59.1;247.8;0.0
415;60.0;248.4;0.0
416;60.7;249.0;0.0
417;61.7;249.6;0.0
418;63.3;250.2;0.0
419;66.0;250.8;0.0
420;72.3;251.4;0.0
421;118.5;252.0;0.0
422;190.3;252.6;0.0
423;206.6;253.2;0.0
424;222.8;253.8;0.0
425;232.9;254.4;0.0
426;228.0;255.0;0.0
427;211.4;255.6;0.0
428;137.9;256.2;0.0
429;67.6;256.8;0.0
430;58.4;257.4;0.0
431;54.4;258.0;0.0
432;51.7;258.6;0.0
433;50.3;259.2;0.0
434;49.4;259.8;0.0
435;48.6;260.4;0.0
436;47.8;261.0;0.0
437;47.1;261.6;0.0
438;46.8;262.2;0.0
439;46.7;262.8;0.0
440;46.3;263.4;0.0
441;46.2;264.0;0.0
442;46.2;264.6;0.0
443;46.3;265.2;0.0
444;46.2;265.8;0.0
445;46.3;266.4;0.0
446;46.1;267.0;0.0
447;46.2;267.6;0.0
448;46.0;268.2;0.0
449;46.1;268.8;0.0
450;46.1;269.4;0.0
451;46.2;270.0;0.0
452;46.3;270.6;0.0
453;46.4;271.2;0.0
454;46.5;271.8;0.0
455;46.6;272.4;0.0
456;47.0;273.0;0.0
457;47.2;273.6;0.0
458;47.1;274.2;0.0
459;47.0;274.8;0.0
460;47.4;275.4;0.0
461;47.4;276.0;0.0
462;47.8;276.6;0.0
463;48.0;277.2;0.0
464;47.9;277.8;0.0
465;48.3;278.4;0.0
466;48.5;279.0;0.0
467;48.8;279.6;0.0
468;48.8;280.2;0.0
469;48.9;280.8;0.0
470;49.2;281.4;0.0
471;49.4;282.0;0.0
472;49.5;282.6;0.0
473;49.9;283.2;0.0
474;50.1;283.8;0.0
475;50.4;284.4;0.0
476;50.6;285.0;0.0
477;50.5;285.6;0.0
478;50.9;286.2;0.0
479;51.0;286.8;0.0
480;51.1;287.4;0.0
481;51.2;288.0;0.0
482;51.6;288.6;0.0
483;51.5;289.2;0.0
484;51.8;289.8;0.0
485;52.1;290.4;0.0
486;52.5;291.0;0.0
487;52.2;291.6;0.0
488;52.1;292.2;0.0
489;52.3;292.8;0.0
490;52.2;293.4;0.0
491;52.4;294.0;0.0
492;52.4;294.6;0.0
493;52.7;295.2;0.0
494;52.2;295.8;0.0
495;52.4;296.4;0.0
496;52.4;297.0;0.0
497;51.9;297.6;0.0
498;52.1;298.2;0.0
499;52.0;298.8;0.0
500;52.1;299.4;0.0
501;51.9;300.0;0.0
502;52.0;300.6;0.0
503;52.1;301.2;0.0
504;52.5;301.8;0.0
505;52.1;302.4;0.0
506;52.2;303.0;0.0
507;52.2;303.6;0.0
508;52.4;304.2;0.0
509;52.6;304.8;0.0
510;52.5;305.4;0.0
511;52.1;306.0;0.0
512;52.1;306.6;0.0
513;52.4;307.2;0.0
514;52.9;307.8;0.0
515;52.7;308.4;0.0
516;53.0;309.0;0.0
517;53.4;309.6;0.0
518;53.9;310.2;0.0
519;54.1;310.8;0.0
520;54.5;311.4;0.0
521;55.0;312.0;0.0
522;55.7;312.6;0.0
523;55.9;313.2;0.0
524;56.9;313.8;0.0
525;57.6;314.4;0.0
526;58.7;315.0;0.0
527;59.7;315.6;0.0
528;61.2;316.2;0.0
529;62.2;316.8;0.0
530;64.7;317.4;0.0
531;67.2;318.0;0.0
532;74.0;318.6;0.0
533;122.6;319.2;0.0
534;192.4;319.8;0.0
535;202.5;320.4;0.0
536;206.6;321.0;0.0
537;209.7;321.6;0.0
538;210.6;322.2;0.0
539;210.3;322.8;0.0
540;208.9;323.4;0.0
541;207.1;324.0;0.0
542;204.7;324.6;0.0
543;203.0;325.2;0.0
544;201.1;325.8;0.0
545;199.7;326.4;0.0
546;198.3;327.0;0.0
547;196.4;327.6;0.0
548;194.7;328.2;0.0
549;192.9;328.8;0.0
550;191.4;329.4;0.0
551;190.2;330.0;0.0
552;188.7;330.6;0.0
553;187.2;331.2;0.0
554;186.2;331.8;0.0
555;184.3;332.4;0.0
556;182.5;333.0;0.0
557;181.4;333.6;0.0
558;180.4;334.2;0.0
559;179.1;334.8;0.0
560;178.1;335.4;0.0
561;177.0;336.0;0.0
562;175.8;336.6;0.0
563;174.8;337.2;0.0
564;173.9;337.8;0.0
565;172.9;338.4;0.0
566;172.0;339.0;0.0
567;171.2;339.6;0.0
568;170.4;340.2;0.0
569;169.5;340.8;0.0
570;168.7;341.4;0.0
571;167.3;342.0;0.0
572;166.6;342.6;0.0
573;166.1;343.2;0.0
574;164.9;343.8;0.0
575;164.6;344.4;0.0
576;163.6;345.0;0.0
577;163.1;345.6;0.0
578;162.5;346.2;0.0
579;161.9;346.8;0.0
580;161.7;347.4;0.0
581;161.4;348.0;0.0
582;161.1;348.6;0.0
583;161.1;349.2;0.0
584;161.1;349.8;0.0
585;160.8;350.4;0.0
586;161.2;351.0;0.0
587;161.3;351.6;0.0
588;160.9;352.2;0.0
589;161.2;352.8;0.0
590;161.3;353.4;0.0
591;161.4;354.0;0.0
592;162.0;354.6;0.0
593;162.0;355.2;0.0
594;161.6;355.8;0.0
595;162.3;356.4;0.0
596;162.5;357.0;0.0
597;162.9;357.6;0.0
598;162.9;358.2;0.0
599;163.1;358.8;0.0
600;163.5;359.4;0.0
601;164.1;360.0;3.6
602;163.9;359.4;3.6
603;164.0;358.8;3.6
604;163.3;358.2;3.6
605;163.1;357.6;3.6
606;162.8;357.0;3.6
607;162.6;356.4;3.6
608;162.5;355.8;3.6
609;162.4;355.2;3.6
610;161.9;354.6;3.6
611;161.9;354.0;3.6
612;161.5;353.4;3.6
613;161.6;352.8;3.6
614;161.6;352.2;3.6
615;161.3;351.6;3.6
616;161.3;351.0;3.6
617;161.4;350.4;3.6
618;161.2;349.8;3.6
619;160.9;349.2;3.6
620;161.2;348.6;3.6
621;161.2;348.0;3.6
622;161.8;347.4;3.6
623;161.6;346.8;3.6
624;162.1;346.2;3.6
625;162.4;345.6;3.6
626;162.9;345.0;3.6
627;163.7;344.4;3.6
628;163.9;343.8;3.6
629;165.0;343.2;3.6
630;165.6;342.6;3.6
631;166.7;342.0;3.6
632;167.0;341.4;3.6
633;168.2;340.8;3.6
634;169.2;340.2;3.6
635;170.3;339.6;3.6
636;171.2;339.0;3.6
637;172.0;338.4;3.6
638;172.7;337.8;3.6
639;173.7;337.2;3.6
640;174.4;336.6;3.6
641;176.1;336.0;3.6
642;176.8;335.4;3.6
643;177.5;334.8;3.6
644;178.9;334.2;3.6
645;179.8;333.6;3.6
646;181.1;333.0;3.6
647;182.3;332.4;3.6
648;184.2;331.8;3.6
649;185.3;331.2;3.6
650;187.0;330.6;3.6
651;188.0;330.0;3.6
652;189.9;329.4;3.6
653;191.7;328.8;3.6
654;192.7;328.2;3.6
655;194.5;327.6;3.6
656;195.7;327.0;3.6
657;197.2;326.4;3.6
658;198.6;325.8;3.6
659;200.7;325.2;3.6
660;202.8;324.6;3.6
661;204.2;324.0;3.6
662;206.9;323.4;3.6
663;208.0;322.8;3.6
664;209.8;322.2;3.6
665;211.8;321.6;3.6
666;213.6;321.0;3.6
667;212.9;320.4;3.6
668;211.8;319.8;3.6
669;209.7;319.2;3.6
670;206.9;318.6;3.6
671;202.3;318.0;3.6
672;175.9;317.4;3.6
673;122.4;316.8;3.6
674;78.2;316.2;3.6
675;71.1;315.6;3.6
676;67.5;315.0;3.6
677;64.1;314.4;3.6
678;62.8;313.8;3.6
679;60.8;313.2;3.6
680;59.5;312.6;3.6
681;58.3;312.0;3.6
682;57.3;311.4;3.6
683;57.3;310.8;3.6
684;56.5;310.2;3.6
685;55.7;309.6;3.6
686;55.1;309.0;3.6
687;54.8;308.4;3.6
688;54.6;307.8;3.6
689;54.6;307.2;3.6
690;54.0;306.6;3.6
691;53.6;306.0;3.6
692;53.8;305.4;3.6
693;53.8;304.8;3.6
694;53.3;304.2;3.6
695;53.7;303.6;3.6
696;53.7;303.0;3.6
697;53.3;302.4;3.6
698;53.5;301.8;3.6
699;53.8;301.2;3.6
700;53.6;300.6;3.6
701;53.7;300.0;3.6
702;53.6;299.4;3.6
703;53.8;298.8;3.6
704;53.6;298.2;3.6
705;53.8;297.6;3.6
706;53.7;297.0;3.6
707;54.1;296.4;3.6
708;54.2;295.8;3.6
709;54.2;295.2;3.6
710;54.0;294.6;3.6
711;54.1;294.0;3.6
712;54.4;293.4;3.6
713;54.4;292.8;3.6
714;54.6;292.2;3.6
715;54.2;291.6;3.6
716;54.4;291.0;3.6
717;54.4;290.4;3.6
718;54.3;289.8;3.6
719;54.3;289.2;3.6
720;54.1;288.6;3.6
721;54.0;288.0;3.6
722;53.6;287.4;3.6
723;53.3;286.8;3.6
724;53.0;286.2;3.6
725;53.0;285.6;3.6
726;52.9;285.0;3.6
727;52.7;284.4;3.6
728;52.1;283.8;3.6
729;52.1;283.2;3.6
730;51.6;282.6;3.6
731;51.5;282.0;3.6
732;51.2;281.4;3.6
733;50.9;280.8;3.6
734;50.7;280.2;3.6
735;50.8;279.6;3.6
736;50.4;279.0;3.6
737;49.9;278.4;3.6
738;49.8;277.8;3.6
739;49.5;277.2;3.6
740;49.3;276.6;3.6
741;49.0;276.0;3.6
742;48.9;275.4;3.6
743;48.8;274.8;3.6
744;48.6;274.2;3.6
745;48.5;273.6;3.6
746;48.1;273.0;3.6
747;48.1;272.4;3.6
748;48.1;271.8;3.6
749;48.0;271.2;3.6
750;47.7;270.6;3.6
751;47.8;270.0;3.6
752;47.9;269.4;3.6
753;47.8;268.8;3.6
754;47.8;268.2;3.6
755;47.5;267.6;3.6
756;47.6;267.0;3.6
757;47.5;266.4;3.6
758;47.6;265.8;3.6
759;47.8;265.2;3.6
760;47.9;264.6;3.6
761;48.0;264.0;3.6
762;48.3;263.4;3.6
763;48.4;262.8;3.6
764;48.6;262.2;3.6
765;49.1;261.6;3.6
766;49.6;261.0;3.6
767;50.5;260.4;3.6
768;51.0;259.8;3.6
769;52.1;259.2;3.6
770;53.5;258.6;3.6
771;55.3;258.0;3.6
772;59.5;257.4;3.6
773;63.8;256.8;3.6
774;87.2;256.2;3.6
775;212.0;255.6;3.6
776;233.3;255.0;3.6
777;263.9;254.4;3.6
778;262.3;253.8;3.6
779;252.1;253.2;3.6
780;225.8;252.6;3.6
781;213.7;252.0;3.6
782;199.6;251.4;3.6
783;188.6;250.8;3.6
784;163.4;250.2;3.6
785;108.1;249.6;3.6
786;77.5;249.0;3.6
787;70.1;248.4;3.6
788;67.8;247.8;3.6
789;65.7;247.2;3.6
790;65.2;246.6;3.6
791;64.2;246.0;3.6
792;63.0;245.4;3.6
793;63.2;244.8;3.6
794;63.3;244.2;3.6
795;63.1;243.6;3.6
796;62.9;243.0;3.6
797;63.4;242.4;3.6
798;63.3;241.8;3.6
799;63.5;241.2;3.6
800;63.5;240.6;3.6
801;64.1;240.0;3.6
802;64.7;239.4;3.6
803;64.9;238.8;3.6
804;65.5;238.2;3.6
805;66.1;237.6;3.6
806;66.1;237.0;3.6
807;66.9;236.4;3.6
808;68.7;235.8;3.6
809;69.7;235.2;3.6
810;71.2;234.6;3.6
811;73.0;234.0;3.6
812;75.3;233.4;3.6
813;77.6;232.8;3.6
814;79.6;232.2;3.6
815;82.1;231.6;3.6
816;83.9;231.0;3.6
817;86.1;230.4;3.6
818;89.1;229.8;3.6
819;92.0;229.2;3.6
820;94.5;228.6;3.6
821;96.9;228.0;3.6
822;101.2;227.4;3.6
823;103.0;226.8;3.6
824;104.0;226.2;3.6
825;106.1;225.6;3.6
826;107.5;225.0;3.6
827;108.9;224.4;3.6
828;109.9;223.8;3.6
829;110.4;223.2;3.6
830;111.5;222.6;3.6
831;111.6;222.0;3.6
832;111.9;221.4;3.6
833;112.2;220.8;3.6
834;112.7;220.2;3.6
835;112.6;219.6;3.6
836;113.3;219.0;3.6
837;113.3;218.4;3.6
838;113.4;217.8;3.6
839;113.8;217.2;3.6
840;113.6;216.6;3.6
841;113.4;216.0;3.6
842;113.5;215.4;3.6
843;113.8;214.8;3.6
844;113.6;214.2;3.6
845;113.8;213.6;3.6
846;113.7;213.0;3.6
847;113.7;212.4;3.6
848;113.6;211.8;3.6
849;113.7;211.2;3.6
850;113.5;210.6;3.6
851;113.2;210.0;3.6
852;113.0;209.4;3.6
853;112.7;208.8;3.6
854;112.5;208.2;3.6
855;112.0;207.6;3.6
856;111.6;207.0;3.6
857;111.2;206.4;3.6
858;110.9;205.8;3.6
859;110.7;205.2;3.6
860;110.1;204.6;3.6
861;110.0;204.0;3.6
862;109.5;203.4;3.6
863;109.4;202.8;3.6
864;108.9;202.2;3.6
865;108.6;201.6;3.6
866;108.6;201.0;3.6
867;108.4;200.4;3.6
868;108.0;199.8;3.6
869;107.6;199.2;3.6
870;107.9;198.6;3.6
871;107.4;198.0;3.6
872;107.4;197.4;3.6
873;107.4;196.8;3.6
874;106.9;196.2;3.6
875;106.7;195.6;3.6
876;106.7;195.0;3.6
877;106.6;194.4;3.6
878;106.3;193.8;3.6
879;106.5;193.2;3.6
880;106.2;192.6;3.6
881;106.1;192.0;3.6
882;106.0;191.4;3.6
883;106.0;190.8;3.6
884;106.0;190.2;3.6
885;106.0;189.6;3.6
886;105.9;189.0;3.6
887;105.9;188.4;3.6
888;106.0;187.8;3.6
889;106.0;187.2;3.6
890;105.9;186.6;3.6
891;106.0;186.0;3.6
892;105.9;185.4;3.6
893;105.9;184.8;3.6
894;106.0;184.2;3.6
895;106.2;183.6;3.6
896;106.0;183.0;3.6
897;106.4;182.4;3.6
898;106.4;181.8;3.6
899;106.7;181.2;3.6
900;106.6;180.6;3.6
901;107.0;180.0;3.6
902;107.0;179.4;3.6
903;107.4;178.8;3.6
904;107.6;178.2;3.6
905;107.6;177.6;3.6
906;108.0;177.0;3.6
907;108.4;176.4;3.6
908;108.5;175.8;3.6
909;108.8;175.2;3.6
910;109.2;174.6;3.6
911;109.6;174.0;3.6
912;109.6;173.4;3.6
913;110.2;172.8;3.6
914;110.3;172.2;3.6
915;110.9;171.6;3.6
916;111.3;171.0;3.6
917;111.4;170.4;3.6
918;112.0;169.8;3.6
919;112.3;169.2;3.6
920;112.6;168.6;3.6
921;112.9;168.0;3.6
922;113.5;167.4;3.6
923;114.0;166.8;3.6
924;114.4;166.2;3.6
925;115.1;165.6;3.6
926;115.2;165.0;3.6
927;115.7;164.4;3.6
928;116.2;163.8;3.6
929;116.6;163.2;3.6
930;116.8;162.6;3.6
931;117.3;162.0;3.6
932;117.6;161.4;3.6
933;118.1;160.8;3.6
934;118.3;160.2;3.6
935;118.9;159.6;3.6
936;119.4;159.0;3.6
937;119.9;158.4;3.6
938;119.8;157.8;3.6
939;120.6;157.2;3.6
940;120.6;156.6;3.6
941;121.0;156.0;3.6
942;121.4;155.4;3.6
943;122.2;154.8;3.6
944;122.1;154.2;3.6
945;122.3;153.6;3.6
946;122.7;153.0;3.6
947;123.4;152.4;3.6
948;123.5;151.8;3.6
949;123.7;151.2;3.6
950;124.3;150.6;3.6
951;124.6;150.0;3.6
952;125.1;149.4;3.6
953;125.4;148.8;3.6
954;125.7;148.2;3.6
955;126.2;147.6;3.6
956;126.7;147.0;3.6
957;126.8;146.4;3.6
958;127.6;145.8;3.6
959;127.6;145.2;3.6
960;127.9;144.6;3.6
961;128.3;144.0;3.6
962;128.3;143.4;3.6
963;128.9;142.8;3.6
964;129.2;142.2;3.6
965;130.2;141.6;3.6
966;130.1;141.0;3.6
967;130.3;140.4;3.6
968;131.1;139.8;3.6
969;132.7;139.2;3.6
970;133.7;138.6;3.6
971;136.0;138.0;3.6
972;137.6;137.4;3.6
973;139.3;136.8;3.6
974;140.3;136.2;3.6
975;143.1;135.6;3.6
976;146.5;135.0;3.6
977;150.1;134.4;3.6
978;152.2;133.8;3.6
979;155.4;133.2;3.6
980;157.3;132.6;3.6
981;159.4;132.0;3.6
982;162.6;131.4;3.6
983;166.0;130.8;3.6
984;169.2;130.2;3.6
985;172.0;129.6;3.6
986;174.7;129.0;3.6
987;178.5;128.4;3.6
988;183.7;127.8;3.6
989;189.4;127.2;3.6
990;193.4;126.6;3.6
991;198.0;126.0;3.6
992;202.5;125.4;3.6
993;205.8;124.8;3.6
994;211.6;124.2;3.6
995;214.3;123.6;3.6
996;214.7;123.0;3.6
997;213.5;122.4;3.6
998;211.1;121.8;3.6
