Nr;Distance;Azimuth;Elevation
1;284;0.0;0.0
2;284;0.15;0.0
3;284;0.3;0.0
4;284;0.45;0.0
5;284;0.6;0.0
6;284;0.75;0.0
7;284;0.9;0.0
8;284;1.05;0.0
9;284;1.2;0.0
10;284;1.35;0.0
11;285;1.5;0.0
12;285;1.65;0.0
13;285;1.8;0.0
14;285;1.95;0.0
15;285;2.1;0.0
16;286;2.25;0.0
17;286;2.4;0.0
18;286;2.55;0.0
19;287;2.7;0.0
20;287;2.85;0.0
21;288;3.0;0.0
22;288;3.15;0.0
23;289;3.3;0.0
24;289;3.45;0.0
25;289;3.6;0.0
26;289;3.75;0.0
27;290;3.9;0.0
28;290;4.05;0.0
29;289;4.2;0.0
30;290;4.35;0.0
31;290;4.5;0.0
32;290;4.65;0.0
33;290;4.8;0.0
34;291;4.95;0.0
35;291;5.1;0.0
36;291;5.25;0.0
37;292;5.4;0.0
38;293;5.55;0.0
39;294;5.7;0.0
40;295;5.85;0.0
41;296;6.0;0.0
42;298;6.15;0.0
43;299;6.3;0.0
44;300;6.45;0.0
45;301;6.6;0.0
46;303;6.75;0.0
47;304;6.9;0.0
48;306;7.05;0.0
49;307;7.2;0.0
50;309;7.35;0.0
51;310;7.5;0.0
52;312;7.65;0.0
53;313;7.8;0.0
54;314;7.95;0.0
55;315;8.1;0.0
56;316;8.25;0.0
57;316;8.4;0.0
58;317;8.55;0.0
59;317;8.7;0.0
60;318;8.85;0.0
61;318;9.0;0.0
62;318;9.15;0.0
63;318;9.3;0.0
64;318;9.45;0.0
65;318;9.6;0.0
66;317;9.75;0.0
67;317;9.9;0.0
68;317;10.05;0.0
69;317;10.2;0.0
70;317;10.35;0.0
71;316;10.5;0.0
72;316;10.65;0.0
73;315;10.8;0.0
74;315;10.95;0.0
75;314;11.1;0.0
76;314;11.25;0.0
77;312;11.4;0.0
78;311;11.55;0.0
79;309;11.7;0.0
80;307;11.85;0.0
81;303;12.0;0.0
82;300;12.15;0.0
83;296;12.3;0.0
84;292;12.45;0.0
85;288;12.6;0.0
86;284;12.75;0.0
87;280;12.9;0.0
88;276;13.05;0.0
89;272;13.2;0.0
90;267;13.35;0.0
91;263;13.5;0.0
92;260;13.65;0.0
93;256;13.8;0.0
94;253;13.95;0.0
95;251;14.1;0.0
96;248;14.25;0.0
97;246;14.4;0.0
98;245;14.55;0.0
99;243;14.7;0.0
100;242;14.85;0.0
101;241;15.0;0.0
102;241;15.15;0.0
103;240;15.3;0.0
104;240;15.45;0.0
105;239;15.6;0.0
106;239;15.75;0.0
107;239;15.9;0.0
108;239;16.05;0.0
109;238;16.2;0.0
110;238;16.35;0.0
111;238;16.5;0.0
112;238;16.65;0.0
113;238;16.8;0.0
114;238;16.95;0.0
115;239;17.1;0.0
116;240;17.25;0.0
117;241;17.4;0.0
118;243;17.55;0.0
119;244;17.7;0.0
120;245;17.85;0.0
121;246;18.0;0.0
122;247;18.15;0.0
123;248;18.3;0.0
124;249;18.45;0.0
125;251;18.6;0.0
126;252;18.75;0.0
127;253;18.9;0.0
128;254;19.05;0.0
129;256;19.2;0.0
130;256;19.35;0.0
131;257;19.5;0.0
132;258;19.65;0.0
133;259;19.8;0.0
134;259;19.95;0.0
135;260;20.1;0.0
136;260;20.25;0.0
137;260;20.4;0.0
138;260;20.55;0.0
139;260;20.7;0.0
140;260;20.85;0.0
141;260;21.0;0.0
142;260;21.15;0.0
143;259;21.3;0.0
144;259;21.45;0.0
145;259;21.6;0.0
146;258;21.75;0.0
147;258;21.9;0.0
148;258;22.05;0.0
149;258;22.2;0.0
150;257;22.35;0.0
151;257;22.5;0.0
152;257;22.65;0.0
153;258;22.8;0.0
154;258;22.95;0.0
155;259;23.1;0.0
156;259;23.25;0.0
157;260;23.4;0.0
158;261;23.55;0.0
159;262;23.7;0.0
160;263;23.85;0.0
161;265;24.0;0.0
162;266;24.15;0.0
163;267;24.3;0.0
164;269;24.45;0.0
165;270;24.6;0.0
166;272;24.75;0.0
167;273;24.9;0.0
168;276;25.05;0.0
169;278;25.2;0.0
170;282;25.35;0.0
171;285;25.5;0.0
172;289;25.65;0.0
173;292;25.8;0.0
174;296;25.95;0.0
175;300;26.1;0.0
176;304;26.25;0.0
177;308;26.4;0.0
178;312;26.55;0.0
179;316;26.7;0.0
180;320;26.85;0.0
181;324;27.0;0.0
182;328;27.15;0.0
183;331;27.3;0.0
184;334;27.45;0.0
185;336;27.6;0.0
186;338;27.75;0.0
187;340;27.9;0.0
188;342;28.05;0.0
189;343;28.2;0.0
190;344;28.35;0.0
191;345;28.5;0.0
192;346;28.65;0.0
193;347;28.8;0.0
194;348;28.95;0.0
195;348;29.1;0.0
196;349;29.25;0.0
197;349;29.4;0.0
198;349;29.55;0.0
199;350;29.7;0.0
200;350;29.85;0.0
201;350;30.0;0.0
202;351;30.15;0.0
203;351;30.3;0.0
204;351;30.45;0.0
205;351;30.6;0.0
206;351;30.75;0.0
207;351;30.9;0.0
208;351;31.05;0.0
209;351;31.2;0.0
210;351;31.35;0.0
211;352;31.5;0.0
212;352;31.65;0.0
213;352;31.8;0.0
214;352;31.95;0.0
215;353;32.1;0.0
216;353;32.25;0.0
217;353;32.4;0.0
218;354;32.55;0.0
219;354;32.7;0.0
220;354;32.85;0.0
221;354;33.0;0.0
222;354;33.15;0.0
223;354;33.3;0.0
224;354;33.45;0.0
225;354;33.6;0.0
226;354;33.75;0.0
227;354;33.9;0.0
228;355;34.05;0.0
229;355;34.2;0.0
230;356;34.35;0.0
231;356;34.5;0.0
232;357;34.65;0.0
233;358;34.8;0.0
234;359;34.95;0.0
235;360;35.1;0.0
236;360;35.25;0.0
237;361;35.4;0.0
238;362;35.55;0.0
239;363;35.7;0.0
240;364;35.85;0.0
241;364;36.0;0.0
242;365;36.15;0.0
243;365;36.3;0.0
244;366;36.45;0.0
245;367;36.6;0.0
246;367;36.75;0.0
247;368;36.9;0.0
248;368;37.05;0.0
249;369;37.2;0.0
250;370;37.35;0.0
251;371;37.5;0.0
252;372;37.65;0.0
253;373;37.8;0.0
254;374;37.95;0.0
255;375;38.1;0.0
256;377;38.25;0.0
257;378;38.4;0.0
258;380;38.55;0.0
259;381;38.7;0.0
260;382;38.85;0.0
261;384;39.0;0.0
262;385;39.15;0.0
263;386;39.3;0.0
264;387;39.45;0.0
265;388;39.6;0.0
266;389;39.75;0.0
267;390;39.9;0.0
268;391;40.05;0.0
269;392;40.2;0.0
270;392;40.35;0.0
271;391;40.5;0.0
272;389;40.65;0.0
273;387;40.8;0.0
274;384;40.95;0.0
275;380;41.1;0.0
276;375;41.25;0.0
277;370;41.4;0.0
278;365;41.55;0.0
279;358;41.7;0.0
280;352;41.85;0.0
281;344;42.0;0.0
282;337;42.15;0.0
283;330;42.3;0.0
284;323;42.45;0.0
285;317;42.6;0.0
286;312;42.75;0.0
287;307;42.9;0.0
288;303;43.05;0.0
289;300;43.2;0.0
290;297;43.35;0.0
291;294;43.5;0.0
292;292;43.65;0.0
293;290;43.8;0.0
294;288;43.95;0.0
295;286;44.1;0.0
296;285;44.25;0.0
297;284;44.4;0.0
298;282;44.55;0.0
299;281;44.7;0.0
300;280;44.85;0.0
301;279;45.0;0.0
302;278;45.15;0.0
303;277;45.3;0.0
304;276;45.45;0.0
305;275;45.6;0.0
306;274;45.75;0.0
307;273;45.9;0.0
308;272;46.05;0.0
309;272;46.2;0.0
310;271;46.35;0.0
311;270;46.5;0.0
312;269;46.65;0.0
313;269;46.8;0.0
314;268;46.95;0.0
315;267;47.1;0.0
316;266;47.25;0.0
317;266;47.4;0.0
318;265;47.55;0.0
319;264;47.7;0.0
320;263;47.85;0.0
321;263;48.0;0.0
322;262;48.15;0.0
323;261;48.3;0.0
324;260;48.45;0.0
325;260;48.6;0.0
326;259;48.75;0.0
327;258;48.9;0.0
328;258;49.05;0.0
329;257;49.2;0.0
330;256;49.35;0.0
331;256;49.5;0.0
332;255;49.65;0.0
333;254;49.8;0.0
334;254;49.95;0.0
335;253;50.1;0.0
336;252;50.25;0.0
337;252;50.4;0.0
338;251;50.55;0.0
339;250;50.7;0.0
340;250;50.85;0.0
341;249;51.0;0.0
342;248;51.15;0.0
343;248;51.3;0.0
344;247;51.45;0.0
345;247;51.6;0.0
346;246;51.75;0.0
347;246;51.9;0.0
348;245;52.05;0.0
349;244;52.2;0.0
350;244;52.35;0.0
351;243;52.5;0.0
352;243;52.65;0.0
353;242;52.8;0.0
354;242;52.95;0.0
355;241;53.1;0.0
356;240;53.25;0.0
357;240;53.4;0.0
358;239;53.55;0.0
359;239;53.7;0.0
360;238;53.85;0.0
361;238;54.0;0.0
362;237;54.15;0.0
363;237;54.3;0.0
364;236;54.45;0.0
365;236;54.6;0.0
366;235;54.75;0.0
367;235;54.9;0.0
368;234;55.05;0.0
369;234;55.2;0.0
370;233;55.35;0.0
371;233;55.5;0.0
372;232;55.65;0.0
373;232;55.8;0.0
374;231;55.95;0.0
375;231;56.1;0.0
376;231;56.25;0.0
377;230;56.4;0.0
378;230;56.55;0.0
379;230;56.7;0.0
380;230;56.85;0.0
381;230;57.0;0.0
382;230;57.15;0.0
383;230;57.3;0.0
384;230;57.45;0.0
385;230;57.6;0.0
386;231;57.75;0.0
387;231;57.9;0.0
388;231;58.05;0.0
389;232;58.2;0.0
390;232;58.35;0.0
391;233;58.5;0.0
392;233;58.65;0.0
393;234;58.8;0.0
394;235;58.95;0.0
395;236;59.1;0.0
396;236;59.25;0.0
397;236;59.4;0.0
398;235;59.55;0.0
399;233;59.7;0.0
400;231;59.85;0.0
401;228;60.0;0.0
402;225;60.15;0.0
403;221;60.3;0.0
404;218;60.45;0.0
405;215;60.6;0.0
406;213;60.75;0.0
407;210;60.9;0.0
408;207;61.05;0.0
409;205;61.2;0.0
410;202;61.35;0.0
411;200;61.5;0.0
412;198;61.65;0.0
413;196;61.8;0.0
414;195;61.95;0.0
415;195;62.1;0.0
416;194;62.25;0.0
417;194;62.4;0.0
418;195;62.55;0.0
419;196;62.7;0.0
420;196;62.85;0.0
421;197;63.0;0.0
422;198;63.15;0.0
423;199;63.3;0.0
424;200;63.45;0.0
425;201;63.6;0.0
426;202;63.75;0.0
427;203;63.9;0.0
428;204;64.05;0.0
429;205;64.2;0.0
430;206;64.35;0.0
431;207;64.5;0.0
432;208;64.65;0.0
433;210;64.8;0.0
434;211;64.95;0.0
435;212;65.1;0.0
436;213;65.25;0.0
437;214;65.4;0.0
438;215;65.55;0.0
439;216;65.7;0.0
440;217;65.85;0.0
441;218;66.0;0.0
442;220;66.15;0.0
443;221;66.3;0.0
444;222;66.45;0.0
445;223;66.6;0.0
446;224;66.75;0.0
447;225;66.9;0.0
448;226;67.05;0.0
449;227;67.2;0.0
450;229;67.35;0.0
451;230;67.5;0.0
452;231;67.65;0.0
453;233;67.8;0.0
454;234;67.95;0.0
455;235;68.1;0.0
456;237;68.25;0.0
457;238;68.4;0.0
458;240;68.55;0.0
459;241;68.7;0.0
460;242;68.85;0.0
461;244;69.0;0.0
462;245;69.15;0.0
463;247;69.3;0.0
464;248;69.45;0.0
465;250;69.6;0.0
466;251;69.75;0.0
467;252;69.9;0.0
468;253;70.05;0.0
469;255;70.2;0.0
470;256;70.35;0.0
471;256;70.5;0.0
472;257;70.65;0.0
473;258;70.8;0.0
474;259;70.95;0.0
475;259;71.1;0.0
476;260;71.25;0.0
477;261;71.4;0.0
478;261;71.55;0.0
479;262;71.7;0.0
480;262;71.85;0.0
481;262;72.0;0.0
482;262;72.15;0.0
483;262;72.3;0.0
484;262;72.45;0.0
485;262;72.6;0.0
486;261;72.75;0.0
487;261;72.9;0.0
488;261;73.05;0.0
489;261;73.2;0.0
490;261;73.35;0.0
491;261;73.5;0.0
492;261;73.65;0.0
493;261;73.8;0.0
494;261;73.95;0.0
495;260;74.1;0.0
496;260;74.25;0.0
497;260;74.4;0.0
498;260;74.55;0.0
499;260;74.7;0.0
500;259;74.85;0.0
501;259;75.0;0.0
502;259;75.15;0.0
503;258;75.3;0.0
504;258;75.45;0.0
505;257;75.6;0.0
506;257;75.75;0.0
507;256;75.9;0.0
508;256;76.05;0.0
509;257;76.2;0.0
510;258;76.35;0.0
511;260;76.5;0.0
512;262;76.65;0.0
513;265;76.8;0.0
514;269;76.95;0.0
515;274;77.1;0.0
516;280;77.25;0.0
517;286;77.4;0.0
518;294;77.55;0.0
519;304;77.7;0.0
520;365;77.85;0.0
521;371;78.0;0.0
522;380;78.15;0.0
523;390;78.3;0.0
524;399;78.45;0.0
525;408;78.6;0.0
526;415;78.75;0.0
527;421;78.9;0.0
528;425;79.05;0.0
529;429;79.2;0.0
530;432;79.35;0.0
531;434;79.5;0.0
532;436;79.65;0.0
533;437;79.8;0.0
534;438;79.95;0.0
535;439;80.1;0.0
536;440;80.25;0.0
537;440;80.4;0.0
538;440;80.55;0.0
539;441;80.7;0.0
540;441;80.85;0.0
541;440;81.0;0.0
542;440;81.15;0.0
543;440;81.3;0.0
544;440;81.45;0.0
545;440;81.6;0.0
546;440;81.75;0.0
547;440;81.9;0.0
548;439;82.05;0.0
549;440;82.2;0.0
550;439;82.35;0.0
551;439;82.5;0.0
552;439;82.65;0.0
553;439;82.8;0.0
554;438;82.95;0.0
555;438;83.1;0.0
556;438;83.25;0.0
557;438;83.4;0.0
558;437;83.55;0.0
559;437;83.7;0.0
560;437;83.85;0.0
561;437;84.0;0.0
562;437;84.15;0.0
563;437;84.3;0.0
564;437;84.45;0.0
565;436;84.6;0.0
566;436;84.75;0.0
567;436;84.9;0.0
568;436;85.05;0.0
569;436;85.2;0.0
570;435;85.35;0.0
571;435;85.5;0.0
572;435;85.65;0.0
573;435;85.8;0.0
574;435;85.95;0.0
575;435;86.1;0.0
576;434;86.25;0.0
577;434;86.4;0.0
578;434;86.55;0.0
579;434;86.7;0.0
580;434;86.85;0.0
581;434;87.0;0.0
582;433;87.15;0.0
583;433;87.3;0.0
584;433;87.45;0.0
585;433;87.6;0.0
586;433;87.75;0.0
587;432;87.9;0.0
588;432;88.05;0.0
589;431;88.2;0.0
590;431;88.35;0.0
591;431;88.5;0.0
592;431;88.65;0.0
593;430;88.8;0.0
594;430;88.95;0.0
595;430;89.1;0.0
596;430;89.25;0.0
597;429;89.4;0.0
598;429;89.55;0.0
599;429;89.7;0.0
600;429;89.85;0.0
601;428;90.0;0.0
602;428;90.15;0.0
603;427;90.3;0.0
604;427;90.45;0.0
605;426;90.6;0.0
606;426;90.75;0.0
607;425;90.9;0.0
608;425;91.05;0.0
609;424;91.2;0.0
610;423;91.35;0.0
611;421;91.5;0.0
612;419;91.65;0.0
613;417;91.8;0.0
614;414;91.95;0.0
615;411;92.1;0.0
616;408;92.25;0.0
617;405;92.4;0.0
618;402;92.55;0.0
619;399;92.7;0.0
620;396;92.85;0.0
621;394;93.0;0.0
622;392;93.15;0.0
623;390;93.3;0.0
624;389;93.45;0.0
625;388;93.6;0.0
626;387;93.75;0.0
627;387;93.9;0.0
628;388;94.05;0.0
629;389;94.2;0.0
630;391;94.35;0.0
631;393;94.5;0.0
632;395;94.65;0.0
633;398;94.8;0.0
634;400;94.95;0.0
635;403;95.1;0.0
636;405;95.25;0.0
637;406;95.4;0.0
638;404;95.55;0.0
639;397;95.7;0.0
640;329;95.85;0.0
641;324;96.0;0.0
642;316;96.15;0.0
643;309;96.3;0.0
644;301;96.45;0.0
645;294;96.6;0.0
646;287;96.75;0.0
647;282;96.9;0.0
648;277;97.05;0.0
649;272;97.2;0.0
650;269;97.35;0.0
651;266;97.5;0.0
652;264;97.65;0.0
653;263;97.8;0.0
654;260;97.95;0.0
655;258;98.1;0.0
656;256;98.25;0.0
657;255;98.4;0.0
658;254;98.55;0.0
659;253;98.7;0.0
660;252;98.85;0.0
661;251;99.0;0.0
662;250;99.15;0.0
663;249;99.3;0.0
664;249;99.45;0.0
665;248;99.6;0.0
666;248;99.75;0.0
667;248;99.9;0.0
668;247;100.05;0.0
669;248;100.2;0.0
670;248;100.35;0.0
671;248;100.5;0.0
672;249;100.65;0.0
673;250;100.8;0.0
674;251;100.95;0.0
675;253;101.1;0.0
676;255;101.25;0.0
677;257;101.4;0.0
678;260;101.55;0.0
679;264;101.7;0.0
680;322;101.85;0.0
681;323;102.0;0.0
682;322;102.15;0.0
683;319;102.3;0.0
684;315;102.45;0.0
685;311;102.6;0.0
686;306;102.75;0.0
687;301;102.9;0.0
688;296;103.05;0.0
689;292;103.2;0.0
690;288;103.35;0.0
691;284;103.5;0.0
692;280;103.65;0.0
693;277;103.8;0.0
694;275;103.95;0.0
695;271;104.1;0.0
696;268;104.25;0.0
697;265;104.4;0.0
698;263;104.55;0.0
699;260;104.7;0.0
700;258;104.85;0.0
701;257;105.0;0.0
702;255;105.15;0.0
703;254;105.3;0.0
704;253;105.45;0.0
705;253;105.6;0.0
706;252;105.75;0.0
707;252;105.9;0.0
708;252;106.05;0.0
709;252;106.2;0.0
710;251;106.35;0.0
711;251;106.5;0.0
712;251;106.65;0.0
713;251;106.8;0.0
714;251;106.95;0.0
715;251;107.1;0.0
716;251;107.25;0.0
717;251;107.4;0.0
718;251;107.55;0.0
719;252;107.7;0.0
720;252;107.85;0.0
721;252;108.0;0.0
722;252;108.15;0.0
723;252;108.3;0.0
724;252;108.45;0.0
725;252;108.6;0.0
726;252;108.75;0.0
727;253;108.9;0.0
728;253;109.05;0.0
729;253;109.2;0.0
730;253;109.35;0.0
731;254;109.5;0.0
732;254;109.65;0.0
733;254;109.8;0.0
734;254;109.95;0.0
735;254;110.1;0.0
736;254;110.25;0.0
737;254;110.4;0.0
738;255;110.55;0.0
739;255;110.7;0.0
740;255;110.85;0.0
741;255;111.0;0.0
742;256;111.15;0.0
743;256;111.3;0.0
744;256;111.45;0.0
745;257;111.6;0.0
746;257;111.75;0.0
747;257;111.9;0.0
748;257;112.05;0.0
749;257;112.2;0.0
750;258;112.35;0.0
751;258;112.5;0.0
752;258;112.65;0.0
753;258;112.8;0.0
754;259;112.95;0.0
755;259;113.1;0.0
756;259;113.25;0.0
757;259;113.4;0.0
758;260;113.55;0.0
759;260;113.7;0.0
760;260;113.85;0.0
761;260;114.0;0.0
762;260;114.15;0.0
763;261;114.3;0.0
764;261;114.45;0.0
765;261;114.6;0.0
766;261;114.75;0.0
767;261;114.9;0.0
768;262;115.05;0.0
769;262;115.2;0.0
770;262;115.35;0.0
771;263;115.5;0.0
772;263;115.65;0.0
773;263;115.8;0.0
774;263;115.95;0.0
775;264;116.1;0.0
776;264;116.25;0.0
777;264;116.4;0.0
778;265;116.55;0.0
779;265;116.7;0.0
780;265;116.85;0.0
781;266;117.0;0.0
782;266;117.15;0.0
783;266;117.3;0.0
784;267;117.45;0.0
785;267;117.6;0.0
786;267;117.75;0.0
787;268;117.9;0.0
788;268;118.05;0.0
789;268;118.2;0.0
790;269;118.35;0.0
791;269;118.5;0.0
792;269;118.65;0.0
793;269;118.8;0.0
794;270;118.95;0.0
795;270;119.1;0.0
796;270;119.25;0.0
797;271;119.4;0.0
798;271;119.55;0.0
799;271;119.7;0.0
800;271;119.85;0.0
801;272;120.0;0.0
802;272;120.15;0.0
803;272;120.3;0.0
804;273;120.45;0.0
805;273;120.6;0.0
806;273;120.75;0.0
807;274;120.9;0.0
808;274;121.05;0.0
809;274;121.2;0.0
810;275;121.35;0.0
811;275;121.5;0.0
812;276;121.65;0.0
813;276;121.8;0.0
814;276;121.95;0.0
815;277;122.1;0.0
816;277;122.25;0.0
817;278;122.4;0.0
818;278;122.55;0.0
819;279;122.7;0.0
820;279;122.85;0.0
821;279;123.0;0.0
822;280;123.15;0.0
823;280;123.3;0.0
824;281;123.45;0.0
825;281;123.6;0.0
826;282;123.75;0.0
827;282;123.9;0.0
828;283;124.05;0.0
829;283;124.2;0.0
830;284;124.35;0.0
831;284;124.5;0.0
832;284;124.65;0.0
833;285;124.8;0.0
834;285;124.95;0.0
835;286;125.1;0.0
836;286;125.25;0.0
837;287;125.4;0.0
838;287;125.55;0.0
839;288;125.7;0.0
840;288;125.85;0.0
841;289;126.0;0.0
842;289;126.15;0.0
843;290;126.3;0.0
844;290;126.45;0.0
845;291;126.6;0.0
846;292;126.75;0.0
847;292;126.9;0.0
848;293;127.05;0.0
849;293;127.2;0.0
850;294;127.35;0.0
851;294;127.5;0.0
852;295;127.65;0.0
853;295;127.8;0.0
854;296;127.95;0.0
855;296;128.1;0.0
856;297;128.25;0.0
857;297;128.4;0.0
858;298;128.55;0.0
859;298;128.7;0.0
860;299;128.85;0.0
861;299;129.0;0.0
862;300;129.15;0.0
863;300;129.3;0.0
864;301;129.45;0.0
865;301;129.6;0.0
866;302;129.75;0.0
867;303;129.9;0.0
868;303;130.05;0.0
869;304;130.2;0.0
870;305;130.35;0.0
871;305;130.5;0.0
872;306;130.65;0.0
873;307;130.8;0.0
874;307;130.95;0.0
875;308;131.1;0.0
876;308;131.25;0.0
877;309;131.4;0.0
878;310;131.55;0.0
879;310;131.7;0.0
880;311;131.85;0.0
881;311;132.0;0.0
882;312;132.15;0.0
883;312;132.3;0.0
884;313;132.45;0.0
885;314;132.6;0.0
886;314;132.75;0.0
887;315;132.9;0.0
888;316;133.05;0.0
889;317;133.2;0.0
890;318;133.35;0.0
891;319;133.5;0.0
892;319;133.65;0.0
893;320;133.8;0.0
894;321;133.95;0.0
895;322;134.1;0.0
896;322;134.25;0.0
897;322;134.4;0.0
898;322;134.55;0.0
899;322;134.7;0.0
900;322;134.85;0.0
901;323;135.0;0.0
902;323;135.15;0.0
903;324;135.3;0.0
904;325;135.45;0.0
905;326;135.6;0.0
906;326;135.75;0.0
907;327;135.9;0.0
908;327;136.05;0.0
909;328;136.2;0.0
910;329;136.35;0.0
911;330;136.5;0.0
912;331;136.65;0.0
913;331;136.8;0.0
914;332;136.95;0.0
915;332;137.1;0.0
916;332;137.25;0.0
917;333;137.4;0.0
918;333;137.55;0.0
919;334;137.7;0.0
920;334;137.85;0.0
921;335;138.0;0.0
922;335;138.15;0.0
923;336;138.3;0.0
924;337;138.45;0.0
925;338;138.6;0.0
926;338;138.75;0.0
927;339;138.9;0.0
928;340;139.05;0.0
929;341;139.2;0.0
930;342;139.35;0.0
931;343;139.5;0.0
932;345;139.65;0.0
933;346;139.8;0.0
934;347;139.95;0.0
935;348;140.1;0.0
936;350;140.25;0.0
937;351;140.4;0.0
938;352;140.55;0.0
939;354;140.7;0.0
940;355;140.85;0.0
941;356;141.0;0.0
942;358;141.15;0.0
943;359;141.3;0.0
944;360;141.45;0.0
945;362;141.6;0.0
946;363;141.75;0.0
947;364;141.9;0.0
948;365;142.05;0.0
949;366;142.2;0.0
950;367;142.35;0.0
951;369;142.5;0.0
952;370;142.65;0.0
953;371;142.8;0.0
954;372;142.95;0.0
955;372;143.1;0.0
956;374;143.25;0.0
957;375;143.4;0.0
958;376;143.55;0.0
959;377;143.7;0.0
960;378;143.85;0.0
961;379;144.0;0.0
962;380;144.15;0.0
963;381;144.3;0.0
964;383;144.45;0.0
965;384;144.6;0.0
966;385;144.75;0.0
967;386;144.9;0.0
968;387;145.05;0.0
969;388;145.2;0.0
970;390;145.35;0.0
971;391;145.5;0.0
972;392;145.65;0.0
973;393;145.8;0.0
974;394;145.95;0.0
975;396;146.1;0.0
976;397;146.25;0.0
977;398;146.4;0.0
978;400;146.55;0.0
979;401;146.7;0.0
980;402;146.85;0.0
981;404;147.0;0.0
982;405;147.15;0.0
983;406;147.3;0.0
984;408;147.45;0.0
985;409;147.6;0.0
986;410;147.75;0.0
987;411;147.9;0.0
988;413;148.05;0.0
989;414;148.2;0.0
990;416;148.35;0.0
991;417;148.5;0.0
992;419;148.65;0.0
993;420;148.8;0.0
994;422;148.95;0.0
995;423;149.1;0.0
996;424;149.25;0.0
997;426;149.4;0.0
998;428;149.55;0.0
999;429;149.7;0.0
1000;431;149.85;0.0
1001;433;150.0;0.0
1002;434;150.15;0.0
1003;436;150.3;0.0
1004;438;150.45;0.0
1005;439;150.6;0.0
1006;441;150.75;0.0
1007;443;150.9;0.0
1008;445;151.05;0.0
1009;446;151.2;0.0
1010;448;151.35;0.0
1011;449;151.5;0.0
1012;451;151.65;0.0
1013;453;151.8;0.0
1014;454;151.95;0.0
1015;456;152.1;0.0
1016;458;152.25;0.0
1017;460;152.4;0.0
1018;462;152.55;0.0
1019;464;152.7;0.0
1020;466;152.85;0.0
1021;468;153.0;0.0
1022;470;153.15;0.0
1023;472;153.3;0.0
1024;474;153.45;0.0
1025;476;153.6;0.0
1026;478;153.75;0.0
1027;481;153.9;0.0
1028;483;154.05;0.0
1029;485;154.2;0.0
1030;487;154.35;0.0
1031;489;154.5;0.0
1032;491;154.65;0.0
1033;492;154.8;0.0
1034;494;154.95;0.0
1035;496;155.1;0.0
1036;498;155.25;0.0
1037;500;155.4;0.0
1038;502;155.55;0.0
1039;504;155.7;0.0
1040;506;155.85;0.0
1041;507;156.0;0.0
1042;509;156.15;0.0
1043;511;156.3;0.0
1044;511;156.45;0.0
1045;511;156.6;0.0
1046;511;156.75;0.0
1047;510;156.9;0.0
1048;508;157.05;0.0
1049;507;157.2;0.0
1050;507;157.35;0.0
1051;507;157.5;0.0
1052;507;157.65;0.0
1053;508;157.8;0.0
1054;510;157.95;0.0
1055;512;158.1;0.0
1056;514;158.25;0.0
1057;517;158.4;0.0
1058;520;158.55;0.0
1059;524;158.7;0.0
1060;530;158.85;0.0
1061;537;159.0;0.0
1062;544;159.15;0.0
1063;551;159.3;0.0
1064;557;159.45;0.0
1065;564;159.6;0.0
1066;569;159.75;0.0
1067;574;159.9;0.0
1068;577;160.05;0.0
1069;579;160.2;0.0
1070;579;160.35;0.0
1071;579;160.5;0.0
1072;577;160.65;0.0
1073;577;160.8;0.0
1074;575;160.95;0.0
1075;574;161.1;0.0
1076;571;161.25;0.0
1077;569;161.4;0.0
1078;566;161.55;0.0
1079;563;161.7;0.0
1080;560;161.85;0.0
1081;555;162.0;0.0
1082;549;162.15;0.0
1083;543;162.3;0.0
1084;537;162.45;0.0
1085;530;162.6;0.0
1086;521;162.75;0.0
1087;510;162.9;0.0
1088;499;163.05;0.0
1089;488;163.2;0.0
1090;476;163.35;0.0
1091;465;163.5;0.0
1092;454;163.65;0.0
1093;442;163.8;0.0
1094;432;163.95;0.0
1095;422;164.1;0.0
1096;413;164.25;0.0
1097;402;164.4;0.0
1098;391;164.55;0.0
1099;380;164.7;0.0
1100;369;164.85;0.0
1101;358;165.0;0.0
1102;347;165.15;0.0
1103;331;165.3;0.0
1104;322;165.45;0.0
1105;313;165.6;0.0
1106;306;165.75;0.0
1107;299;165.9;0.0
1108;294;166.05;0.0
1109;289;166.2;0.0
1110;285;166.35;0.0
1111;282;166.5;0.0
1112;280;166.65;0.0
1113;278;166.8;0.0
1114;276;166.95;0.0
1115;274;167.1;0.0
1116;273;167.25;0.0
1117;272;167.4;0.0
1118;271;167.55;0.0
1119;270;167.7;0.0
1120;270;167.85;0.0
1121;269;168.0;0.0
1122;269;168.15;0.0
1123;268;168.3;0.0
1124;268;168.45;0.0
1125;267;168.6;0.0
1126;266;168.75;0.0
1127;266;168.9;0.0
1128;265;169.05;0.0
1129;264;169.2;0.0
1130;262;169.35;0.0
1131;259;169.5;0.0
1132;254;169.65;0.0
1133;248;169.8;0.0
1134;239;169.95;0.0
1135;230;170.1;0.0
1136;166;170.25;0.0
1137;162;170.4;0.0
1138;158;170.55;0.0
1139;152;170.7;0.0
1140;147;170.85;0.0
1141;139;171.0;0.0
1142;129;171.15;0.0
1143;120;171.3;0.0
1144;112;171.45;0.0
1145;105;171.6;0.0
1146;99;171.75;0.0
1147;95;171.9;0.0
1148;91;172.05;0.0
1149;88;172.2;0.0
1150;86;172.35;0.0
1151;83;172.5;0.0
1152;82;172.65;0.0
